,open,high,low,close,volume,Name
2017-02-24,95.2,97.06,94.83,97.01,653800,ALK
2017-02-27,96.76,97.87,96.231,97.84,778800,ALK
2017-02-28,97.91,98.76,97.4,97.82,1163100,ALK
2017-03-01,98.04,101.43,98.04,100.24,1562400,ALK
2017-03-02,99.9155,100.09,96.22,96.36,1838200,ALK
2017-03-03,96.55,99.215,96.51,98.94,1535800,ALK
2017-03-06,98.47,98.81,95.53,96.63,1770100,ALK
2017-03-07,96.15,96.43,94.89,95.12,1235200,ALK
2017-03-08,95.27,95.99,94.18,95.2,1298500,ALK
2017-03-09,95.3935,96.33,94.48,94.78,1205000,ALK
2017-03-10,94.58,96.68,94.34,96.61,1217100,ALK
2017-03-13,96.33,98.3,96.17,96.58,1375500,ALK
2017-03-14,96.22,96.39,94.14,94.5,1132800,ALK
2017-03-15,93.11,95.9,92.33,95.36,1876100,ALK
2017-03-16,95.38,95.82,93.66,94.14,1396100,ALK
2017-03-17,94.55,94.59,93.27,93.36,1321300,ALK
2017-03-20,95.19,95.25,93.85,94.82,1498800,ALK
2017-03-21,95.4,95.4,92.01,92.11,1492900,ALK
